RAZONSOCIAL;NOMBRECOMERCIAL;DIRECCION;SITIOWEB;EMAIL;TELEFONO;TELEFONO2;FAX;PRODUCTOS;EMPLEOTOTAL;RANGOFACTURACION;IMPORTA;EXPORTA;FECHAACTUALIZACION
CONSTRUCCIONES INDUSTRIALES, MONTAJES E INGENIERIA, S.A.;CIMISA;ERIA DE ROBES, S/N 33468 CORVERA DE ASTURIAS ASTURIAS;http://www.cimisa.com;info@cimisa.com;98.557.77.23;;98.557.80.13;Estructuras metálicas, construcciones y montajes metálicos, de naves, escaleras, soportes, etc., cintas transportadoras, silos de almacenamiento, depósitos a presión, cribas, alimentadores. Calderería ligera y media. Construcción de torres de refrigeración, subestaciones hidráulicas, impermeabilizaciones, reconstrucciones, montaje de refractario, conservaciones industriales y obra civil en general. Montaje de naves industriales, apantallamientos acústicos, instalación de máquinas, líneas y equipos, instalación de canteras, tuberías.;;n.d.;;si;30/07/2025
CONSTRUCCIONES LOGISTICAS Y AMBIENTALES DEL NORTE, S.L.;;AVDA. JARDIN BOTANICO, 1345 ED. INTRA I, OF. 5 33203 GIJON ASTURIAS;http://www.bmingenieria.com;info@bmingenieria.com;98.517.53.31;;98.517.53.32;Soluciones tecnológicas de alto valor añadido en materia de gestión, tecnología e infraestructuras. Especialización en el diseño, producción y ejecución de plantas de Biodiesel. Ingeniería, servicios de consultoría para la implantación de plantas de Biodiesel. Realizamos una continua apuesta por la innovación que se refleja en la realización de numerosos proyectos de I+D, dando una gran importancia a los procesos de trabajo, estando siempre a la vanguardia tecnológica. Tenemos como misión ayudar a nuestros clientes en la consecución de sus objetivos.;;n.d.;;si;30/07/2025
CONSTRUCCIONES LOS CAMPOS, S.L.;;TRINIDAD, 23, BAJO. 33201 GIJON ASTURIAS;http://www.construccionesloscampos.com;info@construccionesloscampos.com;98.535.02.01;;98.535.18.79;Promoción y construcción inmobiliaria.;;n.d.;;;01/10/2025
CONSTRUCCIONES METALICAS DE LOGREZANA, S.L.;C. M. DE LOGREZANA;POL. IND. LOGREZANA. APDO. 34 LLARANES 33460 AVILES ASTURIAS;http://www.cmlogrezana.com;cmlogrezana@cmlogrezana.com;98.557.61.61;;98.557.56.53;Calderería ligera. Fabricación de estructuras metálicas: naves, pórticos, puentes, pasarelas, escaleras, etc.;;n.d.;;;30/07/2025
CONSTRUCCIONES METALICAS DEL CANTABRICO, S.COOP.L.;CM CANTABRICO;SAN MIGUEL DE UCIO, S/N 33569 RIBADESELLA ASTURIAS;http://www.cmcantabrico.com;info@cmcantabrico.com;98.586.10.09;;98.586.14.49;Muebles metálicos, carpintería de aluminio, cerrajería, ferrallas.;;n.d.;;;01/10/2025
CONSTRUCCIONES METALICAS ESPECIALES STB ASTUR, S.A.;STB ASTUR;C/ MARCELINO CAMACHO, 4. POL. IND. SOMONTE 33393 GIJON ASTURIAS;http://www.stbastur.com;info@stbastur.com;98.530.38.98;;98.530.38.34;Calderería del sector químico, petroquímico, energía y gas.;;n.d.;si;si;30/07/2025
CONSTRUCCIONES METALICAS FERIDI, S.L.;TALLERES FERMIN;POL. IND. RIAÑO I. C/ OLMO 7 33920 LANGREO ASTURIAS;http://www.feridi.es;tecnico@feridi.es;98.567.70.14;;98.567.70.14;Estructuras metálicas, cerrajería Construcciones metálicas y calderería ligera;;n.d.;;;01/10/2025
CONSTRUCCIONES METALICAS LLARANES, S.L.;TALLASA;POL. IND. LOGREZANA. LA GRANDA 33438 CARREÑO ASTURIAS;;talleresllaranes@talleresllaranes.es;98.557.28.51;;98.551.51.47;Ejes, casquillos, ruedas, husillos, soportes, rodillos;;n.d.;;;30/07/2025
CONSTRUCCIONES METALICAS MENENDEZ, S.L.L.;;C/ MARIA GONZALEZ LA PONDALA, PARC. 42A, NAVE 36, SOTIELLO 33393 GIJON ASTURIAS;;;98.516.80.39;;98.516.76.76;Estructuras metálicas;;n.d.;;;30/07/2025
CONSTRUCCIONES METALICAS MUÑIZ HERMANOS, S.L.;TALLERES MUÑIZ;AVDA. MENENDEZ PIDAL, 20, 8ºA 33005 OVIEDO ASTURIAS;;administracion@cmmuniz.es;98.557.92.05;;98.557.69.70;Construcciones metálicas, montajes industriales. Especializados en minicentrales hidráulicas Calderería media, tubería industrial;;n.d.;;si;30/07/2025
CONSTRUCCIONES METALICAS PRIETO, S.L.;CMP;POL. IND. BRAVO, NAVE 5 - 6, VIELLA 33429 SIERO ASTURIAS;http://www.cmprieto.com;info@cmprieto.com;98.579.31.55/34.97;;98.579.44.17;Construcciones metálicas de todo tipo: estructuras, carpintería metálica y de aluminio, barandillas, cierres, portones, puertas RF;;n.d.;;;01/10/2025
CONSTRUCCIONES PAULINO, S.A.;;ANTONIO MACHADO 13, BAJO, LUGONES 33420 SIERO ASTURIAS;http://construccionespaulino.com/;info@construccionespaulino.com;98.526.38.14;;98.526.34.16;Promoción y construcción inmobiliaria;;n.d.;;;30/07/2025
CONSTRUCCIONES SERCONSA XXI, S.A.;SERCONSA 21;C/ JOSE RAMON TOLIVAR FAE, Nº 3 BAJO 33006 OVIEDO ASTURIAS;http://www.serconsa21.es/;serconsa@serconsa21.es;98.579.15.94;;98.579.26.45;Construcciones y promociones.;;n.d.;;;31/10/2025
CONSTRUCCIONES TANO DEL PINO, S.L.;DTP;TRAVESIA DE RAYO, Nº 6 - BAJO 33010 OVIEDO ASTURIAS;http://www.grupotano.com;tano@grupotano.com;95.520.00.27;;98.521.90.77;Otras actividades de construcción especializada. Carpintería con albañilería, electricidad, bajos comerciales Reformas de edificios y viviendas;;n.d.;;;30/07/2025
CONSTRUCTORA LOS ALAMOS, S.A.;CLASA;C/ GENERAL ZUBILLAGA, 6 33005 OVIEDO ASTURIAS;http://www.alamos.es;comercial@alamos.es;98.598.07.99;;98.526.04.63;Construcción y promoción de edificios.;;n.d.;;;01/10/2025
CONSULTASTUR ASESORES, S.L.;CONSULTASTUR ASESORES, S.L.;PZ/ DE AMERICA, 10 - 3ª 33005 OVIEDO ASTURIAS;http://www.consultasturasesores.com;consultastur@consultasturasesores.com;98.408.63.56;;98.408.63.58;Asesoramiento integral a empresas en materias de fiscalidad, RR.HH., laboral y contables. Servicios jurídicos, prevención de riesgos laborales, LOPD y LSSI, formación.;;n.d.;;;01/10/2025
CONSULTING DE INVESTIGACION Y PREVENCION INTERNACIONAL, S.L.;CIPP;ESCALINATA DE JESUS GARCIA PRENDES, 2-3º A. CANDAS 33428 CARREÑO ASTURIAS;http://www.cippinternacional.com;info@cippinternacional.com;984183946;;984283255;Redacción de estudios básicos. Redacción de proyectos. Asistencia técnica en obra. Gestión integral de proyectos. Consulting, estudios y proyectos;;n.d.;;;30/07/2025
CONSULTORA INFORMATICA DEL PRINCIPADO, S.L.;CONSULTORA PRINCIPADO;C/ SAN FRANCISCO, 13 PISO 2D 33003 OVIEDO ASTURIAS;https://consultoraprincipado.com/;info@consultoraprincipado.com;98 527 39 39;902.273.939;98.596.36.98;Programa de gestion ERP con 6500 tiendas instaladas especializado en moda, calzado, ceremonia, fotografía, óptica y joyería Soluciones tecnológicas aplicadas a la cadena de suministro Soluciones tecnológicas aplicadas al proceso Soluciones tecnológicas de conectividad y movilidad;;n.d.;;si;30/07/2025
CONSULTORES DE GERENCIA DEL NORTE, S.L.;CG;C/ URIA, 18, 1º DCHA. 33202 GIJON ASTURIAS;http://www.consulgerencia.com;consultas@consulgerencia.com;98.536.51.33/52.44;;98.513.11.24;Consultoría de gestión, fiscal y laboral;;n.d.;;;30/07/2025
CONSULTORES DE GESTION Y FORMACION EMPRESARIAL, S.L.;GF CONSULTORES;POL. INDUSTRIAL DE ASIPO. C/ SECUNDINO ROCES, 1, 1º , OFICINA 6. 33428 LLANERA ASTURIAS;http://www.gfconsultores.com;info@gfconsultores.com;98.522.32.30;;98.520.73.89;Servicios de formación empresarial: masters, cursos homologación Inem, formación a medida. Diseño y optimización de estructuras organizativas, análisis y valoración de puestos de trabajo, selección de personal y estudios de clima laboral. Servicios de Consultoría y Gestión integral para las empresas en las siguientes áreas:Recursos Humanos,Económico-FinancieraMárketingEstrategiaDesarrollo de Iniciativas EmpresarialesFormación a medidaInternacionalización de la empresa en Chile;;n.d.;;si;30/07/2025
CONSULTORES DEL NORTE, S.C.L.;CONNORTE;C/ FRAY CEFERINO, 10, 1ºDCHA. 33001 OVIEDO ASTURIAS;http://www.connorte.com/;connorte@connorte.com;98.522.35.00;;98.522.08.64;Asesoría laboral, contable y fiscal.;;n.d.;;;30/07/2025
CONSULTORES DEL PRINCIPADO, S.L.;CONSULTORES DEL PRINCIPADO;C/ MATEMATICO PEDRAYES, Nº 9 - 2º DRCHA 33001 OVIEDO ASTURIAS;;cons.principado@terra.es;98.520.24.70;;98.520.24.70;Asesoría contable, laboral y fiscal.;;n.d.;;;30/07/2025
CONSULTORIA ALVARTIME, S.L.;;C/ ALVAREZ GARAYA, 12 , 19º DCHA. 33206 GIJON ASTURIAS;;consultoria@alvartime.es;98.517.61.57;;98.517.61.57;Consultoría financiera y fiscal;;n.d.;;;30/07/2025
CONSULTORIA, ANALISIS Y DESARROLLO INFORMATICO S.L;CADI;C/ MARIA CRISTINA, 22 33204 GIJON ASTURIAS;http://www.cadinet.net;infocadi@cadinet.net;98.519.58.42;;98.519.58.66;Hardware (ordenadores, servidores, impresoras...), Software (antivirus, suites de oficina, herramientas de productividad,...).Desarrollo de software, mantenimiento informático, diseño y desarrollo web, posicionamiento y marketing online.;;n.d.;;;30/07/2025
CONTADURIA FISCAL LABORAL, S.L.;ASESORIA COFIS;C/ MELQUIADES ALVAREZ, 26 - 2º IZDA. 33003 OVIEDO ASTURIAS;http://www.asesoriacofis.com;asesoriacofis@asesoriacofis.com;985.22.70.29;;985.22.01.14;Asesoría fiscal y contable, confección y tramitación de nóminas, seguros sociales.;;n.d.;;;30/07/2025
CONTEIN XXI, S.L.;CONTEIN;ESTADIO DE EL MOLINON Nº 100, OFIC. 3. ESPACIO TECNOLOGICO EL MOLINON 33203 GIJON ASTURIAS;http://www.contein-xxi.net;info@contein-xxi.net;;902.876.226;;Software de gestión. Programación a medida.;;n.d.;;;30/07/2025
CONTEM GESTION VERDE, S.L.;CONTEM;C/ MARIA GONZALEZ LA PONDALA Nº23. POL. IND. SOMONTE 33393 GIJON ASTURIAS;http://www.contemcontenedores.com;contacto@contemcontenedores.com;984118777;;;Gestión integral de residuos. Transporte por carretera de contenedores metálicos de obra para residuos industriales, residuos inertes, escombros de construcción y demolición RCDs.;;n.d.;;;30/07/2025
CONTENEDORES GEMA, S.L.U.;CONTENEDORES GEMA;AVDA. DEL ALUMINIO, NAVES NIDO B-9 - PARQUE EMPRESARIAL PRINCIPADO DE ASTURIAS 33417 AVILES ASTURIAS;http://www.contenedoresgema.es;info@contenedoresgema.es;60.042.34.23;;98.551.46.43;Gestión y transporte de residuos peligrosos. Transporte de residuos no peligrosos. Negociante de residuos;;n.d.;;;01/10/2025
CONTENEDORES Y EMBALAJES NORMALIZADOS, S.A.;CYNSA;POL. IND. SILVOTA. C/PEÑASANTA, 12 33192 LLANERA ASTURIAS;http://www.bullbox.com;bullbox@bullbox.com;98.526.50.95;;98.598.09.98;Fabricación y comercialización de contenedores. Contenedores de almacén, sanitarios, vestuarios, fuelbox. Contenedores de todo tipo.;;n.d.;si;si;01/10/2025
CONTENEDORES Y SERVICIOS SANITARIOS, S.A.;CONTESA;C/ VICTOR SAENZ, 19, BAJO C 33006 OVIEDO ASTURIAS;http://www.e-contesa.com;contesa@e-contesa.com;98.527.29.33;;98.596.24.08;Servicio de contenedores higiénicos femeninos, recogida, reposición y limpieza. Control de plagas, servicios de ambientación, bacteriostaticos;;n.d.;;;30/07/2025
CONTRATAS ABAMIA, S.A.;CONTRATAS ABAMIA;C/ PEPIN RODRIGUEZ, 13, COLLOTO 33010 OVIEDO ASTURIAS;http://www.cabamia.com;oficina@cabamia.com;985791308;;985791309;Empresa constructora de obra civil. Especializada en obras hidráulicas.;;n.d.;;;01/10/2025
CONTRATAS CONFER, S.L.;CONTRATAS CONFER;C/ FRATERNIDAD, 51, LOCAL F 33013 OVIEDO ASTURIAS;;;;;98.520.78.59;Rehabilitación integrasl de edificios, acondicionamiento de locales comerciales.;;n.d.;;;30/07/2025
CONTRATAS FERNANDEZ GRANDA, S.L.;;AVDA. DE LOS DEPORTES, BAJO 33820 GRADO ASTURIAS;;contratas@contratasfernandezgranda.es;98.575.23.84;;98.575.34.36;Acondicionamiento de carreteras;;n.d.;;;30/07/2025
CONTRATAS FORCON, S.L.;;POSADA DE TNEO, S/N 33876 TINEO ASTURIAS;http://www.forcon.es;oficina@forcon.es;98.580.00.70;;;Construcción de viviendas (edificios y unifamiliares), construcción de obra civil, trabajos de limpieza y fontaneria. TRANSPORTE DE MERCANCIAS POR CARRETERATRANSPORTE DE RESIDUOS PELIGROSOSTRANSPORTE DE RESIDUOS NO PELIGROSOS Redes para fluidos;;n.d.;;;30/07/2025
CONTRATAS MOTA, S.A.;;AVDA. LUGO, 66. POL. IND. RIA DE AVILES 33400 AVILES ASTURIAS;https://www.grupomota.com;mota@grupomota.com;98.556.11.38;;98.552.77.12;Excavaciones y movimientos de tierra en minas o a cielo abierto;;n.d.;si;;01/10/2025
CONTRATAS Y SISTEMAS, S.L.;CYS;AVDA. DE LA ARGENTINA, 132 - EDIFICIO CRISTASA 33213 GIJON ASTURIAS;http://www.contratasysistemas.com;cys@contratasysistemas.com;98.539.88.10/599.07.69;;985.990.252;Tratamientos superficiales de chorro de arena y pintura.;;n.d.;;;30/07/2025
CONTRATAS Y VENTAS, S.A.;CONVENSA;CTRA. AS 18, KM. 6,2. PRUVIA 33192 LLANERA ASTURIAS;https://www.convensa.es/empresa;convensa@fcc.es;98.526.35.32;;98.526.40.49;Obras públicas;;n.d.;;;01/10/2025
CONTROL Y MONTAJES INDUSTRIALES CYMI, S.A.;CYMI;JUAN XXIII 20 , 1º E, APARTADO 356 33400 AVILES ASTURIAS;;;98.552.78.68;;98.552.78.92;Montajes eléctricos e instrumentación, fabricación de cuadros eléctricos de M.T. y B.T., paneles de control, climatización, edificios inteligentes, telefonía y megafonía;;n.d.;;;30/07/2025
CONVASA CONSTRUCCION E INTERIORISMO, S.A.;CONVASA;C/ URIA, 44, PLANTA 6 33004 OVIEDO ASTURIAS;http://www.convasa.es;convasa@convasa.es;98.521.27.00;;98.521.34.55;Empresa especializada en obras de interiorismo, desarrollo de imagen corporativa para entidades de todo tipo e instalaciones en general.;;n.d.;;;30/07/2025
COOPERATIVA ASTURIANA DE ARTE Y DECORACION, S.COOP.;CADAD;POL. IND. PRONI-MERES S/N. CTRA. OVIEDO-SANTANDER, KM 7. MERES 33199 SIERO ASTURIAS;;;98.579.24.26;;98.579.12.09;Fabricación de mobiliario de madera e instalaciones;13;n.d.;;;01/10/2025
COOPERATIVA DE AGRICULTORES, CONSUMIDORES Y USUARIOS DEL CONCEJO DE GIJON, S. COOP. ASTUR.;LA COOPERATIVA;CTRA. CARBONERA, 2230 33211 GIJON ASTURIAS;http://www.lacooperativa.es;correo@lacooperativa.es;98.530.71.31;;98.516.74.15;Supermercado, centro comercial, centro de jardinería, centro veterinario, despacho de piensos y servicios ganaderos.;;n.d.;;;01/10/2025
COOPERATIVA DE CARPINTEROS DEL NALON, S.COOP.L.;COOPERATIVA DE CARPINTEROS;LAS TEJERAS. LADA 33939 LANGREO ASTURIAS;;ceilesnalon@gmail.com;98.569.39.11;;98.569.39.11;Puertas, ventanas, marcos, molduras, armarios empotrados, porches y tejados.;11;n.d.;;;30/07/2025
COOPERATIVA FARMACEUTICA ASTURIANA;COFAS;CTRA. NACIONAL OVIEDO-GIJON, KM. 8. PRUVIA 33192 LLANERA ASTURIAS;http://www.cofas.es;cofas@cofas.es;98.596.98.50;;98.596.98.72;Distribuidor mayorista de medicamentos a las farmacias de Asturias, Cantabria y Leon.;;n.d.;;;01/10/2025
COORDINADORA INTEGRAL DE PROYECTOS Y OBRAS, S.L.;COINPO;FERNANDO EL SANTO, 30 - 1ª PLANTA 33204 GIJON ASTURIAS;;coinpo@telecable.es;98.533.20.85;;98.519.54.47;Ingeniería de plantas industriales, asistencias técnicas de proyectos y obras, consultoría técnica y de gestión.;;n.d.;;;30/07/2025
CORPORACION ALIMENTARIA PEÑASANTA, S.A.;CAPSA;APARTADO DE CORREOS, 723 33080 OVIEDO ASTURIAS;http://www.capsa.es;;98.510.11.00;;98.510.11.22;Leche esterilizada, pasteurizada y en polvo, mantequilla, yogur, postres, nata, batidos Quesos Cápsulas de café (con leche, con leche semidesnatada y con leche sin lactosa), compatibles con las máquinas cafeteras Dolce Gusto.;;n.d.;;si;01/10/2025
CORPORACION MASAVEU, S.A.;;ARGUELLES, 25 33003 OVIEDO ASTURIAS;http://www.grupomasaveu.es;oviedo@tudela-veguin-sa.es;98.598.11.00/21/22;;98.598.11.07;Cemento blanco, áridos de construcción, explotación de canteras, dolomía calcinada (siderurgia y cementos). Grupo empresarial con 7 líneas de negocio: industria, bodegas , aparcamientos, inmobiliaria. medicina, arte, internacional;;n.d.;;si;01/10/2025
CORSAN - CORVIAM CONSTRUCCION, S.A.;;POLIGONO INDUSTRIAL ASIPO, C/B,Nº50,NAVE 1 33428 LLANERA ASTURIAS;http://www.isoluxcorsan.com;info@isoluxcorsan.com;98.579.35.95;;98.579.45.12;Naves industriales, grandes estructuras. Puentes, viaductos, tuberías de abastecimiento y saneamiento, oleoductos y gasoductos. Carreteras, autovias, autopistas y aeropuertos.;;n.d.;;;30/07/2025
CORTEVA AGRISCIENCE SPAIN, S.L.;;VALLE DE TAMON, S/N 33430 CARREÑO ASTURIAS;https://www.corteva.es/;;98.509.40.17;;;Comercialización de productos químicos Fibra aramida nómex, sontara y fitosanitarias. Fabricación de fibras sintéticas y comercio mayor de fitosanitarios para la protección de cultivos;;n.d.;;;04/11/2025
CORVEFLEX, S.A.;;AVDA. DE LA ECONOMIA SOCIAL, 495 POL. IND. LLOREDA, TREMAÑES GIJON ASTURIAS;http://www.corveflex.com;info@corveflex.com;98.526.19.60;985.261.548;;Tuberías de ventilación. Sistemas de unión. Túneles para la práctica de agility (entrenamiento y competiciones caninas). Fuelles de descarga de graneles y materiales pulverulentos. Tuberías y mangas flexibles que pueden emplearse para exhibiciones de equipos de salvamento y obstáculos en parques temáticos/turismo activo, recolección de manzanas y otros frutos por gravedad, desvío de cursos de agua en obras...);;n.d.;si;si;30/07/2025
CORZO MAQUINARIA INDUSTRIAL, S.A.U.;CORZOSA;AVDA. LOS CAMPONES, 202-204. POL. IND. LOS CAMPONES. TREMAÑES 33211 GIJON ASTURIAS;http://www.corzosa.com/;corzosa@corzosa.com;98.532.36.00;;98.531.59.07;Venta de máquinas-herramienta clásicas y de control numérico, aparatos de elevación, CAD- CAM, metrología, aparatos de medidas, material didáctico;;n.d.;si;si;30/07/2025
COSENO, S.L.;COSENO;C/ TEANO, Nº 52 - POL. IND. ROCES III 33211 GIJON ASTURIAS;http://www.coseno.es;coseno@coseno.net;98.516.78.70;;98.516.89.33;Productos y maquinaria para las artes graficas. Especialistas en serigrafia, tampografia, digital y láser;;n.d.;si;si;30/07/2025
COSERMO ESPAÑOLA-CONSTRUCCIONES, SERVICIOS Y MONTAJES, S.L.;COSERMO ESPAÑOLA;C/GALILEO GALILEI 771 33211 GIJON 33211 GIJON ASTURIAS;http://www.cosermo.com;info@cosermo.com;98.532.20.21;;;Montaje y mantenimiento mecánico de sistemas neumáticos e hidráulicos de equipos, instalaciones y fábricas, instalación y montaje de sistemas de tuberías. Montaje de elementos plásticos y termoplásticos (polipropileno, PRFV, etc.);;n.d.;si;si;22/09/2025
COSME PERGENTINO CUE, E.I.;MARMOLES CUE;LUGAR PORTILLA, S/N 33500 LLANES ASTURIAS;;;98.540.00.98;;98.540.00.98;Marmolería, mármol tallado, pulido y grabado;3;n.d.;;;30/07/2025
COTALVA, S.A.;;C/ LA INDUSTRIA, 50 33400 AVILES ASTURIAS;http://www.cotalva.com;info@cotalva.com;98.556.25.77/71.15;;98.552.19.74;Detergentes sólidos y líquidos para el lavado industrial;;n.d.;si;;30/07/2025
COUTO MAQUINARIA, S.L.;COUTO;C/ MARIE CURIE, 47. POL. IND. MORA GARAY 33211 GIJON ASTURIAS;http://www.coutoindustrial.com;info@coutoindustrial.com;98.530.84.65/66;;98.532.46.30;Comercio industrial equipos hidráulicos y neumáticos para tratamientos de superficies Fabricación de equipos hidráulicos y neumáticos para tratamiento de superficies. especializándose en un primer momento en el diseño, fabricación y suministro de una completa gama de equipos de chorro y pintura industrial, así como en el desarrollo de soluciones de deshumidificación, aspiración de polvo y aspiración de abrasivos durante los procesos de chorro y pintura;;n.d.;si;si;30/07/2025
COVADONGA COYA VILLA, E.I.;CC FORMACION Y CONSULTORIA;VETUSTA, 50 33008 OVIEDO ASTURIAS;http://www.e-saber.com;info@e-saber.com;686553681;;;Formación para empresas y otros organismos. Consultoría en recursos humanos y calidad a pymes y servicios. Formación a distancia tradicional y on line.;1;n.d.;;;30/07/2025
COVERDE COGAR, S.L.;;POLIG. IND. SILVOTA. C/ PEÑA CASTIELLO, NAVE C-15 33192 LLANERA ASTURIAS;https://www.coverdecontenedores.es/;calidad@coverde.es;98.541.03.00;;;Transporte de mercancías por carretera.;;n.d.;;;30/07/2025
COYA E HIJOS, S.L.;BODEGAS COYA E HIJOS;POL. IND. NAON, CTRA. DE VIELLA, KM. 2, VIELLA 33429 SIERO ASTURIAS;http://www.coyaehijos.com;contactar@coyaehijos.com;98.526.66.71;;98.526.68.28;Transformados: vinos comunes y denominación de origen (60%). Embotellado. Distribución: Aguas: Mondariz, F. Val, Solan de Cabras, Grupo Heineken, Cervezas Universales, Bodegas Gurpegui, Bodegas Primicia, Bodegas Avelino Vegas, Bodegas Doña Beatriz, Bodegas Viyuela, Zumos: Pago, Biosolan, Coofrutos, Vinos Prieto Picudo, Vinos D.O. Somontano, Albariños, Aceites Guillen, Frutos secos, conservas.;;n.d.;si;;30/07/2025
CRASTIR, S.L.;CRASTIR;POL. IND. PEROGRAN, SECTOR LA ROZA, NAVE 23, GRANDA 33199 SIERO ASTURIAS;http://www.crastir.es;crastir@crastir.es;98.579.12.87;;98.579.32.89;Fabricación y reparación de carrocerías para vehículos industriales.;;n.d.;;;01/10/2025
